unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,:id,:version,:created_at,:updated_at
874852,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411,Bayside and Little Neck (CD11),Summer 2023,2023-06-01T00:00:00.000,8.718392544,row-7dfh~fx2i.vkum,rv-ar37.6n7r_ka2r,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
878205,386,Ozone (O3),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Summer 2023,2023-06-01T00:00:00.000,29.39652856,row-tpbc~fvtf-399p,rv-d7pj.hidq~d29b,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
874496,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Summer 2023,2023-06-01T00:00:00.000,9.365247781,row-y4pe~48gs~ecqc,rv-a2q5.m7jz_5pwx,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
877230,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2023,2023-06-01T00:00:00.000,13.39077372,row-4aha-rdtt_guku,rv-d6ud.advg_xs7q,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
874326,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Summer 2023,2023-06-01T00:00:00.000,9.149134113,row-qv6s-spqx.75jv,rv-362w-8xq7_9vum,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
874837,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Summer 2023,2023-06-01T00:00:00.000,8.719093414,row-xuaz-76pb.qepz,rv-hc3p~8s98_6t92,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
878174,386,Ozone (O3),Mean,ppb,UHF34,501502,Northern SI,Summer 2023,2023-06-01T00:00:00.000,33.09477592,row-j6g8~tg7c_yz9v,rv-wxt6-8p2k~8m9e,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
878117,386,Ozone (O3),Mean,ppb,CD,305,East New York and Starrett City (CD5),Summer 2023,2023-06-01T00:00:00.000,36.56098667,row-dkkt_wdw4~9gi3,rv-4ata_g5xq.kz5e,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
878225,386,Ozone (O3),Mean,ppb,UHF42,305,Upper East Side,Summer 2023,2023-06-01T00:00:00.000,31.2445346,row-v5t7~qsar-vwfy,rv-cg76-bf7n.rffn,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
877251,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2023,2023-06-01T00:00:00.000,11.3212232,row-rers.irpm.48ft,rv-w49k.3q9f~2fu9,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
878227,386,Ozone (O3),Mean,ppb,UHF42,303,East Harlem,Summer 2023,2023-06-01T00:00:00.000,32.00898429,row-rsvn~6trg_p7hm,rv-g249-ejku_d3b3,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
878209,386,Ozone (O3),Mean,ppb,UHF42,501,Port Richmond,Summer 2023,2023-06-01T00:00:00.000,32.56097611,row-wcph_xbk4.m4pf,rv-i96r~kw6t_4q7h,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
878203,386,Ozone (O3),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Summer 2023,2023-06-01T00:00:00.000,32.31051756,row-pnhs-tcia~jtnp,rv-gm42-ctq6.fqie,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
876882,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Summer 2023,2023-06-01T00:00:00.000,14.95173654,row-r646~9n2r~ttv4,rv-chsz~42rr_uut2,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
874440,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Summer 2023,2023-06-01T00:00:00.000,8.721661525,row-yb8m~u745_dwxi,rv-myju.ytxm-4h8c,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
878240,386,Ozone (O3),Mean,ppb,UHF42,201,Greenpoint,Summer 2023,2023-06-01T00:00:00.000,33.7542222,row-qny3_2k4v.wyeq,rv-yyd3.5tyi-m4h7,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
874389,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Summer 2023,2023-06-01T00:00:00.000,8.611497961,row-ycs6~equ6_t5cd,rv-23n4~yi9c.a3k4,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
878247,386,Ozone (O3),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2023,2023-06-01T00:00:00.000,29.39652856,row-rcin.h9wh-3yhr,rv-2rzi_b7zd~mekw,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
874885,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Summer 2023,2023-06-01T00:00:00.000,9.254048723,row-itqp~ifdf.qamx,rv-m4u3_fmi3~z7xy,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
874807,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314,Flatbush and Midwood (CD14),Summer 2023,2023-06-01T00:00:00.000,8.546253356,row-q42f~vh87.wkxd,rv-s6qy-qb5m.4cbi,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
874452,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404,Bayside - Little Neck,Summer 2023,2023-06-01T00:00:00.000,8.719524695,row-8dpf~hjg4.43jr,rv-6e3s-pwcx.rrf6,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
874359,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Summer 2023,2023-06-01T00:00:00.000,9.265788318,row-38ex-vqxf_rfsv,rv-5bw7-hwa8.wxsh,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
877107,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2023,2023-06-01T00:00:00.000,18.70500762,row-hfij_itq8_7s9j,rv-6545.ui5f-b5t6,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
878230,386,Ozone (O3),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2023,2023-06-01T00:00:00.000,35.49941831,row-k58p-a77u_eya2,rv-n9c2~m7s3_kh78,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
877086,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Summer 2023,2023-06-01T00:00:00.000,14.34539039,row-umnv-rtba_xew2,rv-5ivk-44qb_6hyz,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
877194,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2023,2023-06-01T00:00:00.000,10.75587857,row-e5pu-vrkx.25ed,rv-6uud.2rw6.7ah5,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
877098,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2023,2023-06-01T00:00:00.000,16.2487256,row-ipsf-8hf3-59wt,rv-hgcu_raj2.p98s,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
878254,386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Summer 2023,2023-06-01T00:00:00.000,36.45438978,row-q4vc_3rrk-vwep,rv-u77y-6i62_tnvs,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
877164,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Summer 2023,2023-06-01T00:00:00.000,14.72135233,row-8ceq.g3jr-5tqv,rv-zf8f_3u5k.pyx3,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
878118,386,Ozone (O3),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2023,2023-06-01T00:00:00.000,34.15035402,row-ymdh~s4qt-c9i2,rv-skjb~4ukz~jbqh,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
874398,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Summer 2023,2023-06-01T00:00:00.000,8.878918851,row-v4mz.un5f_esqy,rv-fu2m-4s4a~7cg7,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
878211,386,Ozone (O3),Mean,ppb,UHF42,409,Southeast Queens,Summer 2023,2023-06-01T00:00:00.000,38.18201497,row-vecs~wwxu-cbt8,rv-wt37_888r.wrzp,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
874909,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2023,2023-06-01T00:00:00.000,8.936772164,row-qavx~ftee~pnip,rv-pbkk~ib34-iiyy,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
878124,386,Ozone (O3),Mean,ppb,CD,312,Borough Park (CD12),Summer 2023,2023-06-01T00:00:00.000,37.22655011,row-6ber_4vr3_wkgj,rv-gwxi~xc3z.cdsv,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
874308,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211,Williamsburg - Bushwick,Summer 2023,2023-06-01T00:00:00.000,9.266873894,row-vrgc~mbhg.fkwj,rv-7d8s~s7sh~cetd,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
874517,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Summer 2023,2023-06-01T00:00:00.000,9.767412952,row-ncdc-z4ea-hhnm,rv-kev2~r3qk~ep7d,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
874888,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,301,Greenpoint and Williamsburg (CD1),Summer 2023,2023-06-01T00:00:00.000,9.515876207,row-245e-y7mm.ibn9,rv-h9ys.tb9g_ic8k,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
874464,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Summer 2023,2023-06-01T00:00:00.000,9.185954859,row-2dxb-4db4~65hc,rv-g2z8_tcaq-sbcz,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
877017,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Summer 2023,2023-06-01T00:00:00.000,12.02033251,row-y8sb_9gde_2d9q,rv-544i~2gae~tcgz,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
878149,386,Ozone (O3),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2023,2023-06-01T00:00:00.000,35.69245438,row-cwui.cbh3~7d9b,rv-nyr8.uabn~z5fn,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
877191,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2023,2023-06-01T00:00:00.000,13.79474138,row-er8w_bnh3-pwu4,rv-ibs4.7j7v_sj9m,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
877239,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2023,2023-06-01T00:00:00.000,10.57451486,row-7brm~ipdj~zs5z,rv-aypk.c87h_7jxn,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
876942,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2023,2023-06-01T00:00:00.000,19.23269501,row-b3cr~ir77-9peg,rv-fbcg.fmjt.zjah,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
874559,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409,Southeast Queens,Summer 2023,2023-06-01T00:00:00.000,8.565150117,row-imkf_ahjn~tkwi,rv-p2j3-sprc_9e9f,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
874831,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,Elmhurst and Corona (CD4),Summer 2023,2023-06-01T00:00:00.000,9.011768181,row-4bzi_66ti~rd49,rv-h5in-igwe-cgny,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
877011,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Summer 2023,2023-06-01T00:00:00.000,14.78243138,row-rcsz_9m5a.kb2q,rv-xctc~sses_n2sp,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
874605,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Summer 2023,2023-06-01T00:00:00.000,9.337857894,row-a7nb.wn2i~rest,rv-n2ag_w7km_6p69,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
876936,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2023,2023-06-01T00:00:00.000,20.33316087,row-j6yn-gj7d-ips2,rv-ff4t.j5da-b6s2,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
876939,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2023,2023-06-01T00:00:00.000,16.5909254,row-npr2-pmhd-uw92,rv-7qzx_kqsm-cuar,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
876870,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2023,2023-06-01T00:00:00.000,12.06848595,row-6fib-ncuk_p7vn,rv-ye7e_g6ey-znej,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
878132,386,Ozone (O3),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Summer 2023,2023-06-01T00:00:00.000,33.53542984,row-z3wk-pay6~un5d,rv-h67t.mu2w-mgfn,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
878192,386,Ozone (O3),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Summer 2023,2023-06-01T00:00:00.000,40.41763987,row-bf5r_3f4f.aj54,rv-ikke_kfi7-de48,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
874834,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Summer 2023,2023-06-01T00:00:00.000,9.103134891,row-pkue_8mde~vf5y,rv-6xph_byju~23aw,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
874458,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402,West Queens,Summer 2023,2023-06-01T00:00:00.000,9.23668133,row-fvt2_tviu~pwwx,rv-qc6x.7z8x-krmd,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
876954,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Summer 2023,2023-06-01T00:00:00.000,9.624486798,row-ktuz-r4us.ivgy,rv-y2h9~tjhq.f8nq,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
878167,386,Ozone (O3),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Summer 2023,2023-06-01T00:00:00.000,28.47102781,row-p399.rrxj.tshx,rv-krum.fp48-25ht,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
877020,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Summer 2023,2023-06-01T00:00:00.000,12.24185059,row-64t6-vz5g.udvi,rv-xs9y_f83u_yjah,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
